DISTRICT,DATE,CONFIRMED,RECOVERED,ACTIVE,DEATH
Thrissur,5-6-2020,8,5,68,0
Thrissur,6-6-2020,16,0,84,0
Thrissur,7-6-2020,26,13,97,0
Thrissur,8-6-2020,27,0,123,1
Thrissur,9-6-2020,6,4,125,0
Thrissur,10-6-2020,9,0,133,1
Thrissur,11-6-2020,25,7,151,0
Thrissur,12-6-2020,14,4,161,0
Thrissur,13-06-2020,4,3,162,0
Thrissur,14-06-2020,7,8,161,0
Thrissur,15-06-2020,3,6,158,0
Thrissur,16-06-2020,7,3,162,0
Thrissur,17-06-2020,8,11,159,0
Thrissur,18-06-2020,6,22,143,0
Thrissur,19-06-2020,1,13,131,0
Thrissur,20-06-2020,6,0,137,0
Thrissur,21-06-2020,16,38,115,0
Thrissur,22-06-2020,12,6,121,0
Thrissur,23-06-2020,14,10,125,0
Thrissur,24-06-2020,15,4,136,0
Thrissur,25-06-2020,10,3,143,0
Thrissur,26-06-2020,7,15,135,0
Thrissur,27-06-2020,22,7,150,0
Thrissur,28-06-2020,17,5,162,0
Thrissur,29-06-2020,26,5,183,0
Thrissur,30-06-2020,4,13,174,0
Thrissur,01-07-2020,16,16,174,0
Thrissur,02-07-2020,9,8,175,0
Thrissur,03-07-2020,21,5,191,0
Thrissur,04-07-2020,20,10,201,0
Thrissur,05-07-2020,12,12,201,0
Thrissur,06-07-2020,14,16,199,0
Thrissur,07-07-2020,10,6,203,0
Thrissur,08-07-2020,25,11,217,0
Thrissur,09-07-2020,27,29,215,0
Thrissur,10-07-2020,17,19,213,0
Thrissur,11-07-2020,29,17,225,0
Thrissur,12-07-2020,19,20,223,1
Thrissur,13-07-2020,9,16,216,0
Thrissur,14-07-2020,42,10,248,0
Thrissur,15-07-2020,5,2,251,0
Thrissur,16-07-2020,32,8,274,1
Thrissur,17-07-2020,32,31,274,1
Thrissur,18-07-2020,21,11,284,0
Thrissur,19-07-2020,61,21,324,0
Thrissur,20-07-2020,42,45,321,0
Thrissur,21-07-2020,19,6,334,0
Thrissur,22-07-2020,56,33,357,0
Thrissur,23-07-2020,83,21,419,0
Thrissur,24-07-2020,33,12,440,0
Thrissur,25-07-2020,36,37,439,0
Thrissur,26-07-2020,41,57,422,1
Thrissur,27-07-2020,40,45,417,0
Thrissur,28-07-2020,109,45,481,0
Thrissur,29-07-2020,31,56,456,0
Thrissur,30-07-2020,83,68,471,0
Thrissur,31-07-2020,60,27,504,0
Ernakulam,20-03-2020,6,0,6,0
Ernakulam,21-03-2020,3,0,9,0
Ernakulam,22-03-2020,2,0,11,0
Ernakulam,23-03-2020,2,0,13,0
Ernakulam,24-03-2020,1,0,14,0
Ernakulam,25-03-2020,3,0,17,0
Ernakulam,26-03-2020,0,4,13,0
Ernakulam,28-03-2020,0,0,12,1
Ernakulam,29-03-2020,1,0,13,0
Ernakulam,1-4-2020,3,0,16,0
Ernakulam,4-4-2020,1,0,17,0
Ernakulam,7-4-2020,0,4,13,0
Ernakulam,9-4-2020,0,4,9,0
Ernakulam,10-4-2020,0,1,8,0
Ernakulam,14-04-2020,0,2,6,0
Ernakulam,16-04-2020,0,1,5,0
Ernakulam,17-04-2020,0,2,3,0
Ernakulam,27-04-2020,0,1,2,0
Ernakulam,1-5-2020,0,1,1,0
Ernakulam,8-5-2020,1,0,2,0
Ernakulam,10-5-2020,1,0,3,0
Ernakulam,17-05-2020,1,0,4,0
Ernakulam,18-05-2020,1,0,5,0
Ernakulam,20-05-2020,1,0,6,0
Ernakulam,21-05-2020,0,1,5,0
Ernakulam,24-05-2020,4,0,9,0
Ernakulam,25-05-2020,0,1,8,0
Ernakulam,26-05-2020,5,1,12,0
Ernakulam,27-05-2020,2,0,14,0
Ernakulam,29-05-2020,4,0,18,0
Ernakulam,30-05-2020,4,0,22,0
Ernakulam,31-05-2020,1,1,22,0
Ernakulam,1-6-2020,3,0,25,0
Ernakulam,2-6-2020,3,0,28,0
Ernakulam,3-6-2020,5,0,33,0
Ernakulam,4-6-2020,2,0,35,0
Ernakulam,5-6-2020,10,4,41,0
Ernakulam,6-6-2020,3,4,40,0
Ernakulam,8-6-2020,3,0,43,0
Ernakulam,9-6-2020,4,1,46,0
Ernakulam,10-6-2020,4,2,48,0
Ernakulam,11-6-2020,2,6,44,0
Ernakulam,12-6-2020,5,3,46,0
Ernakulam,13-06-2020,7,0,53,0
Ernakulam,14-06-2020,7,1,59,0
Ernakulam,15-06-2020,13,2,70,0
Ernakulam,16-06-2020,13,1,82,0
Ernakulam,17-06-2020,5,2,85,0
Ernakulam,18-06-2020,6,4,87,0
Ernakulam,19-06-2020,11,0,98,0
Ernakulam,20-06-2020,3,1,100,0
Ernakulam,21-06-2020,5,0,105,0
Ernakulam,22-06-2020,14,9,110,0
Ernakulam,23-06-2020,13,6,117,0
Ernakulam,24-06-2020,8,4,121,0
Ernakulam,25-06-2020,10,2,129,0
Ernakulam,26-06-2020,9,0,138,0
Ernakulam,27-06-2020,14,0,152,0
Ernakulam,28-06-2020,7,0,159,0
Ernakulam,29-06-2020,5,2,162,0
Ernakulam,30-06-2020,10,7,165,0
Ernakulam,01-07-2020,12,1,176,0
Ernakulam,02-07-2020,9,10,175,0
Ernakulam,03-07-2020,17,20,172,0
Ernakulam,04-07-2020,13,7,178,0
Ernakulam,05-07-2020,12,7,183,0
Ernakulam,06-07-2020,25,16,191,1
Ernakulam,07-07-2020,21,20,192,0
Ernakulam,08-07-2020,16,12,195,0
Ernakulam,09-07-2020,12,15,192,0
Ernakulam,10-07-2020,20,4,208,0
Ernakulam,11-07-2020,47,3,251,1
Ernakulam,12-07-2020,50,5,296,0
Ernakulam,13-07-2020,15,10,301,0
Ernakulam,14-07-2020,70,0,371,0
Ernakulam,15-07-2020,72,1,442,0
Ernakulam,16-07-2020,57,7,492,0
Ernakulam,17-07-2020,115,4,603,0
Ernakulam,18-07-2020,44,8,639,0
Ernakulam,19-07-2020,98,7,729,1
Ernakulam,20-07-2020,72,7,793,1
Ernakulam,21-07-2020,80,5,868,0
Ernakulam,22-07-2020,92,18,942,0
Ernakulam,23-07-2020,100,95,946,1
Ernakulam,24-07-2020,69,151,864,0
Ernakulam,25-07-2020,79,77,865,1
Ernakulam,26-07-2020,61,107,819,0
Ernakulam,27-07-2020,15,69,765,0
Ernakulam,28-07-2020,70,83,751,1
Ernakulam,29-07-2020,83,58,776,0
Ernakulam,30-07-2020,34,69,739,1
Ernakulam,31-07-2020,132,66,801,2
Idukki,15-03-2020,1,0,1,0
Idukki,25-03-2020,1,0,2,0
Idukki,26-03-2020,1,0,3,0
Idukki,30-03-2020,2,0,5,0
Idukki,2-4-2020,5,0,10,0
Idukki,3-4-2020,0,2,8,0
Idukki,28-03-2020,0,1,7,0
Idukki,8-4-2020,0,2,5,0
Idukki,9-4-2020,0,2,3,0
Idukki,11-4-2020,0,2,1,0
Idukki,12-4-2020,0,1,0,0
Idukki,23-04-2020,4,0,4,0
Idukki,26-04-2020,6,0,10,0
Idukki,27-04-2020,4,0,14,0
Idukki,2-5-2020,0,2,12,0
Idukki,4-5-2020,0,10,2,0
Idukki,6-5-2020,0,1,1,0
Idukki,9-5-2020,0,1,0,0
Idukki,14-05-2020,1,0,1,0
Idukki,21-05-2020,1,0,2,0
Idukki,25-05-2020,1,1,2,0
Idukki,28-05-2020,1,0,3,0
Idukki,29-05-2020,1,0,4,0
Idukki,30-05-2020,4,0,8,0
Idukki,1-6-2020,1,0,9,0
Idukki,3-6-2020,9,0,18,0
Idukki,5-6-2020,3,0,21,0
Idukki,6-6-2020,3,1,23,0
Idukki,7-6-2020,1,0,24,0
Idukki,9-6-2020,0,1,23,0
Idukki,10-6-2020,4,0,27,0
Idukki,12-6-2020,1,4,24,0
Idukki,13-06-2020,4,1,27,0
Idukki,14-06-2020,2,2,27,0
Idukki,15-06-2020,2,0,29,0
Idukki,18-06-2020,6,0,35,0
Idukki,19-06-2020,2,0,37,0
Idukki,20-06-2020,1,0,38,0
Idukki,21-06-2020,11,0,49,0
Idukki,22-06-2020,4,2,51,0
Idukki,24-06-2020,6,2,55,0
Idukki,25-06-2020,3,2,56,0
Idukki,26-06-2020,2,5,53,0
Idukki,27-06-2020,2,5,50,0
Idukki,28-06-2020,4,6,48,0
Idukki,29-06-2020,5,0,53,0
Idukki,30-06-2020,0,2,51,0
Idukki,01-07-2020,1,2,50,0
Idukki,02-07-2020,8,13,45,0
Idukki,03-07-2020,2,0,47,0
Idukki,04-07-2020,2,2,47,0
Idukki,05-07-2020,6,0,53,,0
Idukki,06-07-2020,6,0,59,0
Idukki,07-07-2020,1,1,59,0
Idukki,08-07-2020,20,0,79,0
Idukki,09-07-2020,20,8,91,0
Idukki,10-07-2020,12,4,99,0
Idukki,11-07-2020,5,4,100,0
Idukki,12-07-2020,16,0,116,0
Idukki,13-07-2020,4,0,120,0
Idukki,14-07-2020,4,0,120,0
Idukki,15-07-2020,55,3,171,1
Idukki,16-07-2020,26,6,191,0
Idukki,17-07-2020,11,6,196,0
Idukki,18-07-2020,28,6,218,0
Idukki,19-07-2020,49,5,262,0
Idukki,20-07-2020,24,1,285,0
Idukki,21-07-2020,0,5,280,0
Idukki,22-07-2020,43,1,321,1
Idukki,23-07-2020,63,22,362,0
Idukki,24-07-2020,29,96,295,0
Idukki,25-07-2020,40,12,323,0
Idukki,26-07-2020,48,31,340,0
Idukki,27-07-2020,70,25,385,0
Idukki,28-07-2020,7,27,365,0
Idukki,29-07-2020,34,20,379,0
Idukki,30-07-2020,6,31,354,0
Idukki,31-07-2020,59,45,368,0
Kottayam,10-3-2020,2,0,2,0
Kottayam,24-03-2020,1,0,3,0
Kottayam,28-03-2020,0,2,1,0
Kottayam,3-4-2020,0,1,0,0
Kottayam,22-04-2020,1,0,1,0
Kottayam,23-04-2020,2,0,3,0
Kottayam,25-04-2020,3,0,6,0
Kottayam,26-04-2020,5,0,11,0
Kottayam,27-04-2020,6,0,17,0
Kottayam,4-5-2020,0,12,5,0
Kottayam,6-5-2020,0,5,0,0
Kottayam,12-5-2020,1,0,1,0
Kottayam,13-05-2020,1,0,2,0
Kottayam,18-05-2020,2,0,4,0
Kottayam,21-05-2020,3,1,6,0
Kottayam,22-05-2020,2,0,8,0
Kottayam,23-05-2020,2,1,9,0
Kottayam,25-05-2020,2,0,11,0
Kottayam,26-05-2020,6,1,16,0
Kottayam,28-05-2020,3,0,19,0
Kottayam,29-05-2020,1,0,20,0
Kottayam,30-05-2020,1,1,20,0
Kottayam,1-6-2020,0,3,17,0
Kottayam,2-6-2020,6,7,16,0
Kottayam,3-6-2020,8,3,21,0
Kottayam,4-6-2020,5,0,26,0
Kottayam,5-6-2020,1,0,27,0
Kottayam,6-6-2020,2,0,29,0
Kottayam,7-6-2020,3,1,31,0
Kottayam,8-6-2020,3,0,34,0
Kottayam,9-6-2020,8,2,40,0
Kottayam,10-6-2020,3,2,41,0
Kottayam,11-6-2020,2,0,43,0
Kottayam,12-6-2020,3,1,45,0
Kottayam,13-06-2020,1,2,44,0
Kottayam,14-06-2020,3,2,45,0
Kottayam,15-06-2020,10,0,55,0
Kottayam,16-06-2020,4,3,56,0
Kottayam,17-06-2020,4,3,57,0
Kottayam,18-06-2020,11,2,66,0
Kottayam,19-06-2020,7,6,67,0
Kottayam,20-06-2020,11,0,78,0
Kottayam,21-06-2020,10,3,85,0
Kottayam,22-06-2020,13,4,94,0
Kottayam,23-06-2020,8,12,90,0
Kottayam,24-06-2020,7,3,94,0
Kottayam,25-06-2020,2,2,94,0
Kottayam,26-06-2020,18,2,110,0
Kottayam,27-06-2020,15,7,118,0
Kottayam,28-06-2020,5,6,117,0
Kottayam,29-06-2020,0,8,109,0
Kottayam,30-06-2020,3,6,106,0
Kottayam,01-07-2020,4,6,104,0
Kottayam,02-07-2020,9,1,112,0
Kottayam,03-07-2020,14,16,110,0
Kottayam,04-07-2020,6,10,106,0
Kottayam,05-07-2020,8,5,109,0
Kottayam,06-07-2020,6,11,104,0
Kottayam,07-07-2020,3,1,106,0
Kottayam,08-07-2020,17,0,123,0
Kottayam,09-07-2020,7,8,122,0
Kottayam,10-07-2020,7,9,120,0
Kottayam,11-07-2020,15,6,129,0
Kottayam,12-07-2020,12,1,140,0
Kottayam,13-07-2020,10,12,138,0
Kottayam,14-07-2020,25,5,158,0
Kottayam,15-07-2020,25,13,170,0
Kottayam,16-07-2020,13,7,176,0
Kottayam,17-07-2020,39,6,209,0
Kottayam,18-07-2020,16,6,219,0
Kottayam,19-07-2020,20,9,230,0
Kottayam,0-07-2020,46,17,259,0
Kottayam,21-07-2020,39,10,288,0
Kottayam,22-07-2020,51,12,327,0
Kottayam,23-07-2020,80,25,382,0
Kottayam,24-07-2020,50,74,358,0
Kottayam,25-07-2020,77,49,386,0
Kottayam,26-07-2020,54,37,403,0
Kottayam,27-07-2020,59,13,448,1
Kottayam,28-07-2020,118,20,546,0
Kottayam,29-07-2020,29,28,547,0
Kottayam,30-07-2020,29,49,527,0
Kottayam,31-07-2020,89,65,551,0
Alappuzha,2-2-2020,1,0,1,0
Alappuzha,16-02-2020,0,1,0,0
Alappuzha,24-03-2020,1,0,1,0
Alappuzha,4-4-2020,1,0,2,0
Alappuzha,7-4-2020,0,1,1,0
Alappuzha,8-4-2020,2,0,3,0
Alappuzha,17-04-2020,0,1,2,0
Alappuzha,20-04-2020,0,2,0,0
Alappuzha,15-05-2020,2,0,2,0
Alappuzha,18-05-2020,2,0,4,0
Alappuzha,19-05-2020,1,0,5,0
Alappuzha,20-05-2020,1,0,6,0
Alappuzha,21-05-2020,2,0,8,0
Alappuzha,23-05-2020,5,0,13,0
Alappuzha,24-05-2020,4,0,17,0
Alappuzha,25-05-2020,3,0,20,0
Alappuzha,26-05-2020,3,1,22,0
Alappuzha,27-05-2020,7,1,28,0
Alappuzha,28-05-2020,1,0,29,0
Alappuzha,29-05-2020,3,0,32,0
Alappuzha,30-05-2020,2,0,33,1
Alappuzha,31-05-2020,6,0,39,0
Alappuzha,1-6-2020,2,0,41,0
Alappuzha,2-6-2020,10,0,51,0
Alappuzha,3-6-2020,7,1,57,0
Alappuzha,4-6-2020,8,0,65,0
Alappuzha,5-6-2020,5,4,66,0
Alappuzha,6-6-2020,4,0,70,0
Alappuzha,7-6-2020,7,3,74,0
Alappuzha,8-6-2020,5,0,79,0
Alappuzha,9-6-2020,11,2,88,0
Alappuzha,10-6-2020,1,7,82,0
Alappuzha,12-6-2020,13,0,95,0
Alappuzha,13-06-2020,9,0,104,0
Alappuzha,14-06-2020,0,2,102,0
Alappuzha,15-06-2020,5,0,107,0
Alappuzha,16-06-2020,7,5,109,0
Alappuzha,17-06-2020,1,16,94,0
Alappuzha,18-06-2020,9,10,93,0
Alappuzha,19-06-2020,13,4,102,0
Alappuzha,20-06-2020,4,12,94,0
Alappuzha,21-06-2020,10,10,64,0
Alappuzha,22-06-2020,12,1,105,0
Alappuzha,23-06-2020,19,0,124,0
Alappuzha,24-06-2020,15,13,126,0
Alappuzha,25-06-2020,18,3,141,0
Alappuzha,26-06-2020,21,0,162,0
Alappuzha,27-06-2020,13,6,169,0
Alappuzha,28-06-2020,10,5,174,0
Alappuzha,29-06-2020,5,9,170,0
Alappuzha,30-06-2020,9,0,179,0
Alappuzha,01-07-2020,8,9,178,0
Alappuzha,02-07-2020,16,8,186,0
Alappuzha,03-07-2020,21,2,205,0
Alappuzha,04-07-2020,20,36,189,0
Alappuzha,05-07-2020,13,2,200,0
Alappuzha,06-07-2020,15,7,208,0
Alappuzha,07-07-2020,18,4,222,0
Alappuzha,08-07-2020,18,16,223,0
Alappuzha,09-07-2020,22,8,237,0
Alappuzha,10-07-2020,50,24,263,0
Alappuzha,11-07-2020,87,11,339,0
Alappuzha,12-07-2020,57,2,393,1
Alappuzha,13-07-2020,119,7,505,0
Alappuzha,14-07-2020,34,17,521,1
Alappuzha,15-07-2020,20,0,541,0
Alappuzha,16-07-2020,20,13,548,0
Alappuzha,17-07-2020,57,7,598,0
Alappuzha,18-07-2020,42,36,604,0
Alappuzha,19-07-2020,52,34,622,0
Alappuzha,20-07-2020,53,10,665,0
Alappuzha,21-07-2020,46,72,639,0
Alappuzha,22-07-2020,120,19,740,0
Alappuzha,23-07-2020,82,39,783,0
Alappuzha,24-07-2020,44,49,777,1
Alappuzha,25-07-2020,102,70,809,0
Alappuzha,26-07-2020,46,50,805,0
Alappuzha,27-07-2020,30,150,685,0
Alappuzha,28-07-2020,84,80,688,1
Alappuzha,29-07-2020,38,35,691,0
Alappuzha,30-07-2020,55,20,724,0
Alappuzha,31-07-2020,35,25,734,0
Pathanamthitta,9-3-2020,5,0,5,0
Pathanamthitta,10-3-2020,4,0,9,0
Pathanamthitta,23-03-2020,1,0,10,0
Pathanamthitta,25-03-2020,2,0,12,0
Pathanamthitta,26-03-2020,0,1,11,0
Pathanamthitta,29-03-2020,0,4,7,0
Pathanamthitta,31-03-2020,0,2,5,0
Pathanamthitta,2-4-2020,1,0,6,0
Pathanamthitta,3-4-2020,0,1,5,0
Pathanamthitta,5-4-2020,1,0,6,0
Pathanamthitta,6-4-2020,1,0,7,0
Pathanamthitta,8-4-2020,1,0,8,0
Pathanamthitta,12-4-2020,1,0,9,0
Pathanamthitta,13-04-2020,0,3,6,0
Pathanamthitta,24-04-2020,0,3,3,0
Pathanamthitta,29-04-2020,0,1,2,0
Pathanamthitta,30-04-2020,0,1,1,0
Pathanamthitta,6-5-2020,0,1,0,0
Pathanamthitta,12-5-2020,1,0,1,0
Pathanamthitta,14-05-2020,1,0,2,0
Pathanamthitta,18-05-2020,2,0,4,0
Pathanamthitta,19-05-2020,1,0,5,0
Pathanamthitta,20-05-2020,2,0,7,0
Pathanamthitta,22-05-2020,1,0,8,0
Pathanamthitta,24-05-2020,2,0,10,0
Pathanamthitta,25-05-2020,3,0,13,0
Pathanamthitta,27-05-2020,3,0,16,0
Pathanamthitta,28-05-2020,6,0,22,0
Pathanamthitta,29-05-2020,5,0,26,1
Pathanamthitta,31-05-2020,4,2,28,0
Pathanamthitta,1-6-2020,4,1,31,0
Pathanamthitta,2-6-2020,1,1,31,0
Pathanamthitta,3-6-2020,2,0,33,0
Pathanamthitta,4-6-2020,14,1,46,0
Pathanamthitta,5-6-2020,11,0,57,0
Pathanamthitta,6-6-2020,9,0,66,0
Pathanamthitta,7-6-2020,13,1,78,0
Pathanamthitta,8-6-2020,3,0,81,0
Pathanamthitta,9-6-2020,7,6,82,0
Pathanamthitta,10-6-2020,3,6,79,0
Pathanamthitta,11-6-2020,5,0,84,0
Pathanamthitta,12-6-2020,7,0,91,0
Pathanamthitta,13-06-2020,1,1,91,0
Pathanamthitta,14-06-2020,2,0,93,0
Pathanamthitta,15-06-2020,11,0,104,0
Pathanamthitta,16-06-2020,6,4,106,0
Pathanamthitta,17-06-2020,1,5,102,0
Pathanamthitta,18-06-2020,11,3,110,0
Pathanamthitta,19-06-2020,9,0,119,0
Pathanamthitta,20-06-2020,17,12,124,0
Pathanamthitta,21-06-2020,8,4,128,0
Pathanamthitta,22-06-2020,4,0,132,0
Pathanamthitta,23-06-2020,27,6,153,0
Pathanamthitta,24-06-2020,25,1,177,0
Pathanamthitta,25-06-2020,13,9,181,0
Pathanamthitta,26-06-2020,4,0,185,0
Pathanamthitta,27-06-2020,6,17,174,0
Pathanamthitta,28-06-2020,3,2,175,0
Pathanamthitta,29-06-2020,13,0,188,0
Pathanamthitta,30-06-2020,1,0,189,0
Pathanamthitta,01-07-2020,6,5,190,0
Pathanamthitta,02-07-2020,27,0,217,0
Pathanamthitta,03-07-2020,7,29,195,0
Pathanamthitta,04-07-2020,22,20,197,0
Pathanamthitta,05-07-2020,3,9,191,0
Pathanamthitta,06-07-2020,26,27,190,0
Pathanamthitta,07-07-2020,12,19,183,0
Pathanamthitta,08-07-2020,7,4,185,0
Pathanamthitta,09-07-2020,7,7,185,0
Pathanamthitta,10-07-2020,32,0,217,0
Pathanamthitta,11-07-2020,54,43,228,0
Pathanamthitta,12-07-2020,39,25,242,0
Pathanamthitta,13-07-2020,47,2,287,0
Pathanamthitta,14-07-2020,3,0,290,0
Pathanamthitta,15-07-2020,64,20,334,0
Pathanamthitta,16-07-2020,39,18,355,0
Pathanamthitta,17-07-2020,87,1,441,0
Pathanamthitta,18-07-2020,28,18,451,0
Pathanamthitta,19-07-2020,35,17,469,0
Pathanamthitta,20-07-2020,3,18,454,0
Pathanamthitta,21-07-2020,40,0,494,0
Pathanamthitta,22-07-2020,49,38,505,0
Pathanamthitta,23-07-2020,27,0,532,0
Pathanamthitta,24-07-2020,23,81,474,0
Pathanamthitta,25-07-2020,52,150,376,0
Pathanamthitta,26-07-2020,91,48,419,0
Pathanamthitta,27-07-2020,17,49,386,0
Pathanamthitta,28-07-2020,63,28,421,0
Pathanamthitta,29-07-2020,54,41,434,0
Pathanamthitta,30-07-2020,59,81,412,0
Pathanamthitta,31-07-2020,130,44,498,0
Kollam,27-03-2020,1,0,1,0
Kollam,28-03-2020,1,0,2,0
Kollam,31-03-2020,1,0,3,0
Kollam,2-4-2020,2,0,5,0
Kollam,4-4-2020,1,0,6,0
Kollam,6-4-2020,1,1,6,0
Kollam,7-4-2020,1,0,7,0
Kollam,8-4-2020,0,1,6,0
Kollam,9-4-2020,1,0,7,0
Kollam,14-04-2020,0,1,6,0
Kollam,15-04-2020,0,1,5,0
Kollam,21-04-2020,1,0,6,0
Kollam,23-04-2020,1,0,7,0
Kollam,24-04-2020,0,1,6,0
Kollam,25-04-2020,3,0,9,0
Kollam,29-04-2020,6,0,15,0
Kollam,30-04-2020,0,3,12,0
Kollam,4-5-2020,0,9,3,0
Kollam,13-05-2020,0,1,2,0
Kollam,14-05-2020,0,2,0,0
Kollam,15-05-2020,1,0,1,0
Kollam,17-05-2020,1,0,2,0
Kollam,18-05-2020,5,0,7,0
Kollam,21-05-2020,2,0,9,0
Kollam,22-05-2020,1,0,10,0
Kollam,23-05-2020,3,1,12,0
Kollam,24-05-2020,3,0,15,0
Kollam,25-05-2020,2,2,15,0
Kollam,26-05-2020,4,0,19,0
Kollam,27-05-2020,4,0,23,0
Kollam,28-05-2020,1,0,24,0
Kollam,29-05-2020,2,0,26,0
Kollam,30-05-2020,4,0,30,0
Kollam,31-05-2020,6,0,36,0
Kollam,1-6-2020,5,0,41,0
Kollam,2-6-2020,8,0,49,0
Kollam,3-6-2020,5,2,52,0
Kollam,4-6-2020,11,0,62,1
Kollam,5-6-2020,2,0,64,0
Kollam,6-6-2020,19,2,81,0
Kollam,7-6-2020,9,3,87,0
Kollam,8-6-2020,5,0,92,0
Kollam,9-6-2020,5,3,94,0
Kollam,10-6-2020,4,4,94,0
Kollam,11-6-2020,8,2,100,0
Kollam,12-6-2020,4,7,97,0
Kollam,14-06-2020,1,0,98,0
Kollam,15-06-2020,4,11,91,0
Kollam,16-06-2020,4,1,94,0
Kollam,17-06-2020,14,4,104,0
Kollam,18-06-2020,13,8,109,0
Kollam,19-06-2020,17,14,112,0
Kollam,20-06-2020,24,2,134,0
Kollam,21-06-2020,13,0,147,0
Kollam,22-06-2020,13,0,160,0
Kollam,23-06-2020,4,4,159,1
Kollam,24-06-2020,18,1,176,0
Kollam,25-06-2020,13,0,189,0
Kollam,26-06-2020,16,10,195,0
Kollam,27-06-2020,12,15,192,0
Kollam,28-06-2020,10,0,202,0
Kollam,29-06-2020,11,19,194,0
Kollam,30-06-2020,12,0,206,0
Kollam,01-07-2020,3,21,188,0
Kollam,02-07-2020,9,0,197,0
Kollam,03-07-2020,23,0,220,0
Kollam,04-07-2020,16,41,195,0
Kollam,05-07-2020,10,31,174,0
Kollam,06-07-2020,11,10,175,0
Kollam,07-07-2020,11,6,180,0
Kollam,08-07-2020,8,23,165,0
Kollam,09-07-2020,10,9,166,0
Kollam,10-07-2020,28,0,194,0
Kollam,11-07-2020,18,26,186,0
Kollam,12-07-2020,5,0,191,0
Kollam,13-07-2020,33,10,213,1
Kollam,14-07-2020,23,4,232,0
Kollam,15-07-2020,11,9,234,0
Kollam,16-07-2020,42,17,259,0
Kollam,17-07-2020,47,8,298,0
Kollam,18-07-2020,53,1,350,0
Kollam,19-07-2020,75,4,421,0
Kollam,20-07-2020,79,1,499,0
Kollam,21-07-2020,85,11,573,0
Kollam,22-07-2020,133,13,692,0
Kollam,23-07-2020,106,31,766,1
Kollam,24-07-2020,133,54,845,0
Kollam,25-07-2020,80,50,875,0
Kollam,26-07-2020,74,70,879,0
Kollam,27-07-2020,22,57,844,0
Kollam,28-07-2020,95,70,869,0
Kollam,29-07-2020,84,146,807,0
Kollam,30-07-2020,22,83,746,0
Kollam,31-07-2020,53,94,704,1
Thiruvananthapuram,13-03-2020,3,0,3,0
Thiruvananthapuram,15-03-2020,1,0,4,0
Thiruvananthapuram,24-03-2020,1,0,5,0
Thiruvananthapuram,25-03-2020,0,1,4,0
Thiruvananthapuram,28-03-2020,2,1,5,0
Thiruvananthapuram,29-03-2020,1,0,6,0
Thiruvananthapuram,31-03-2020,2,0,7,1
Thiruvananthapuram,1-4-2020,2,1,8,0
Thiruvananthapuram,2-4-2020,1,1,8,0
Thiruvananthapuram,4-4-2020,0,1,7,0
Thiruvananthapuram,7-4-2020,0,1,6,0
Thiruvananthapuram,8-4-2020,0,2,4,0
Thiruvananthapuram,9-4-2020,1,0,5,0
Thiruvananthapuram,11-4-2020,0,3,2,0
Thiruvananthapuram,21-04-2020,0,1,1,0
Thiruvananthapuram,23-04-2020,1,0,2,0
Thiruvananthapuram,26-04-2020,0,1,1,0
Thiruvananthapuram,27-04-2020,0,1,0,0
Thiruvananthapuram,29-04-2020,2,0,2,0
Thiruvananthapuram,4-5-2020,0,2,0,0
Thiruvananthapuram,18-05-2020,4,0,4,0
Thiruvananthapuram,20-05-2020,2,0,6,0
Thiruvananthapuram,21-05-2020,2,0,8,0
Thiruvananthapuram,24-05-2020,13,0,21,0
Thiruvananthapuram,25-05-2020,5,0,26,0
Thiruvananthapuram,28-05-2020,8,0,33,1
Thiruvananthapuram,29-05-2020,5,0,38,0
Thiruvananthapuram,30-05-2020,2,1,39,0
Thiruvananthapuram,31-05-2020,4,1,42,0
Thiruvananthapuram,1-6-2020,3,3,42,0
Thiruvananthapuram,2-6-2020,7,2,46,1
Thiruvananthapuram,3-6-2020,14,6,54,0
Thiruvananthapuram,4-6-2020,5,1,58,0
Thiruvananthapuram,5-6-2020,5,1,62,0
Thiruvananthapuram,6-6-2020,3,0,65,0
Thiruvananthapuram,7-6-2020,4,1,68,0
Thiruvananthapuram,8-6-2020,3,0,71,0
Thiruvananthapuram,9-6-2020,10,11,70,0
Thiruvananthapuram,10-6-2020,6,3,73,0
Thiruvananthapuram,11-6-2020,0,16,57,0
Thiruvananthapuram,12-6-2020,1,2,56,0
Thiruvananthapuram,13-06-2020,0,4,52,0
Thiruvananthapuram,14-06-2020,4,4,52,0
Thiruvananthapuram,15-06-2020,1,3,49,1
Thiruvananthapuram,16-06-2020,4,14,39,0
Thiruvananthapuram,17-06-2020,3,10,32,0
Thiruvananthapuram,18-06-2020,5,9,28,0
Thiruvananthapuram,19-06-2020,8,4,32,0
Thiruvananthapuram,20-06-2020,5,2,35,0
Thiruvananthapuram,21-06-2020,9,0,44,0
Thiruvananthapuram,22-06-2020,11,0,55,0
Thiruvananthapuram,23-06-2020,4,3,56,0
Thiruvananthapuram,24-06-2020,4,0,60,0
Thiruvananthapuram,25-06-2020,2,0,62,0
Thiruvananthapuram,26-06-2020,7,0,69,0
Thiruvananthapuram,27-06-2020,4,3,70,0
Thiruvananthapuram,28-06-2020,9,1,78,0
Thiruvananthapuram,29-06-2020,4,3,79,0
Thiruvananthapuram,30-06-2020,5,6,77,1
Thiruvananthapuram,01-07-2020,4,3,78,0
